id,probe,phase,family,subtype,model,variant,metric,value,n,ci_low,ci_high,test,statistic,p_value,source_file,filter_applied,note
P1.1.GSM.Claude.canonical,P1,P1,GSM,--,Claude,canonical,accuracy,0.8409090909090909,44,0.7063350943621745,0.920734234422816,,,,GSM_P1_behavioral_claude.csv,bank-valid GSM IDs from question_bank_gsm.csv; drop mock; drop ERROR:; keep=last,
P1.1.BW.--.GPT-4o.W3,P1,P1,BW,--,GPT-4o,W3,accuracy,0.16923076923076924,65,0.09721118666132769,0.27816649195160403,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W3 = entity+action rename (scripts/generation/utils/variant_prompts.py W3_BW_MAPPING_*)
P1.1.BW.--.GPT-4o.W4,P1,P1,BW,--,GPT-4o,W4,accuracy,0.07692307692307693,65,0.03330301045885137,0.16776146218559615,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.--.GPT-4o.W5,P1,P1,BW,--,GPT-4o,W5,accuracy,0.24615384615384617,65,0.1575785436701859,0.36306013991648256,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W5 = init/goal swap (scripts/generation/utils/variant_utils.py swap_pddl_init_goal)
P1.1.BW.--.GPT-4o.W6,P1,P1,BW,--,GPT-4o,W6,accuracy,0.2153846153846154,65,0.13286637631048948,0.32966790528668427,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.2.BW.--.GPT-4o.W3_retention,P1,P1,BW,--,GPT-4o,W3,W3_retention,2.75,65,,,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.GPT-4o.canonical,P1,P1,BW,standard,GPT-4o,canonical,accuracy,0.08,50,0.031549003255790686,0.18838502545063704,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.GPT-4o.W1,P1,P1,BW,standard,GPT-4o,W1,accuracy,0.12,50,0.05617523710624646,0.23805078886623582,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.GPT-4o.W2,P1,P1,BW,standard,GPT-4o,W2,accuracy,0.12,50,0.05617523710624646,0.23805078886623582,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.GPT-4o.W3,P1,P1,BW,standard,GPT-4o,W3,accuracy,0.14,50,0.06950745262022862,0.2618645719852809,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W3 = entity+action rename (scripts/generation/utils/variant_prompts.py W3_BW_MAPPING_*)
P1.1.BW.standard.GPT-4o.W4,P1,P1,BW,standard,GPT-4o,W4,accuracy,0.1,50,0.04347512399157111,0.2136049033478839,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.GPT-4o.W5,P1,P1,BW,standard,GPT-4o,W5,accuracy,0.32,50,0.20758044093999403,0.45810557136276076,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W5 = init/goal swap (scripts/generation/utils/variant_utils.py swap_pddl_init_goal)
P1.1.BW.standard.GPT-4o.W6,P1,P1,BW,standard,GPT-4o,W6,accuracy,0.28,50,0.17474014357680362,0.4166538714598967,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.2.BW.standard.GPT-4o.W3_retention,P1,P1,BW,standard,GPT-4o,W3,W3_retention,1.7500000000000002,50,,,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.GPT-4o.canonical,P1,P1,BW,mystery,GPT-4o,canonical,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.GPT-4o.W1,P1,P1,BW,mystery,GPT-4o,W1,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.GPT-4o.W2,P1,P1,BW,mystery,GPT-4o,W2,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.GPT-4o.W3,P1,P1,BW,mystery,GPT-4o,W3,accuracy,0.26666666666666666,15,0.1089727610318281,0.5195088965768675,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W3 = entity+action rename (scripts/generation/utils/variant_prompts.py W3_BW_MAPPING_*)
P1.1.BW.mystery.GPT-4o.W4,P1,P1,BW,mystery,GPT-4o,W4,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.GPT-4o.W5,P1,P1,BW,mystery,GPT-4o,W5,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W5 = init/goal swap (scripts/generation/utils/variant_utils.py swap_pddl_init_goal)
P1.1.BW.mystery.GPT-4o.W6,P1,P1,BW,mystery,GPT-4o,W6,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.2.BW.mystery.GPT-4o.W3_retention,P1,P1,BW,mystery,GPT-4o,W3,W3_retention,undefined,15,,,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,canonical accuracy is 0
P1.4.BW.GPT-4o.entity_action_rename,P1,P1,BW,--,GPT-4o,W3,accuracy_entity_action_rename,0.16923076923076924,65,0.09721118666132769,0.27816649195160403,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,Confirmed from generator: W3=entity+action rename; W5=init/goal swap
P1.4.BW.GPT-4o.init_goal_swap,P1,P1,BW,--,GPT-4o,W5,accuracy_init_goal_swap,0.24615384615384617,65,0.1575785436701859,0.36306013991648256,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,Confirmed from generator: W3=entity+action rename; W5=init/goal swap
P1.1.BW.--.Llama.canonical,P1,P1,BW,--,Llama,canonical,accuracy,0.015384615384615385,65,0.002720874527486622,0.08213479413797146,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.--.Llama.W1,P1,P1,BW,--,Llama,W1,accuracy,0.03076923076923077,65,0.008478819400945352,0.10542905025926008,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.--.Llama.W2,P1,P1,BW,--,Llama,W2,accuracy,0.015384615384615385,65,0.002720874527486622,0.08213479413797146,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.--.Llama.W3,P1,P1,BW,--,Llama,W3,accuracy,0.1076923076923077,65,0.05315354431925605,0.20601533031468616,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W3 = entity+action rename (scripts/generation/utils/variant_prompts.py W3_BW_MAPPING_*)
P1.1.BW.--.Llama.W4,P1,P1,BW,--,Llama,W4,accuracy,0.0,65,0.0,0.055803467670710726,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.--.Llama.W5,P1,P1,BW,--,Llama,W5,accuracy,0.0,65,0.0,0.055803467670710726,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W5 = init/goal swap (scripts/generation/utils/variant_utils.py swap_pddl_init_goal)
P1.1.BW.--.Llama.W6,P1,P1,BW,--,Llama,W6,accuracy,0.03076923076923077,65,0.008478819400945352,0.10542905025926008,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.2.BW.--.Llama.W3_retention,P1,P1,BW,--,Llama,W3,W3_retention,7.0,65,,,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.Llama.canonical,P1,P1,BW,standard,Llama,canonical,accuracy,0.02,50,0.0035391680889764604,0.10495686471836953,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.Llama.W1,P1,P1,BW,standard,Llama,W1,accuracy,0.04,50,0.011038652660826577,0.13460337877954667,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.Llama.W2,P1,P1,BW,standard,Llama,W2,accuracy,0.02,50,0.0035391680889764604,0.10495686471836953,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.Llama.W3,P1,P1,BW,standard,Llama,W3,accuracy,0.14,50,0.06950745262022862,0.2618645719852809,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W3 = entity+action rename (scripts/generation/utils/variant_prompts.py W3_BW_MAPPING_*)
P1.1.BW.standard.Llama.W4,P1,P1,BW,standard,Llama,W4,accuracy,0.0,50,0.0,0.07135003417431873,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.Llama.W5,P1,P1,BW,standard,Llama,W5,accuracy,0.0,50,0.0,0.07135003417431873,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W5 = init/goal swap (scripts/generation/utils/variant_utils.py swap_pddl_init_goal)
P1.1.BW.standard.Llama.W6,P1,P1,BW,standard,Llama,W6,accuracy,0.04,50,0.011038652660826577,0.13460337877954667,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.2.BW.standard.Llama.W3_retention,P1,P1,BW,standard,Llama,W3,W3_retention,7.000000000000001,50,,,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.Llama.canonical,P1,P1,BW,mystery,Llama,canonical,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.Llama.W1,P1,P1,BW,mystery,Llama,W1,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.Llama.W2,P1,P1,BW,mystery,Llama,W2,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.Llama.W3,P1,P1,BW,mystery,Llama,W3,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W3 = entity+action rename (scripts/generation/utils/variant_prompts.py W3_BW_MAPPING_*)
P1.1.BW.mystery.Llama.W4,P1,P1,BW,mystery,Llama,W4,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.Llama.W5,P1,P1,BW,mystery,Llama,W5,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W5 = init/goal swap (scripts/generation/utils/variant_utils.py swap_pddl_init_goal)
P1.1.BW.mystery.Llama.W6,P1,P1,BW,mystery,Llama,W6,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.2.BW.mystery.Llama.W3_retention,P1,P1,BW,mystery,Llama,W3,W3_retention,undefined,15,,,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,canonical accuracy is 0
P1.4.BW.Llama.entity_action_rename,P1,P1,BW,--,Llama,W3,accuracy_entity_action_rename,0.1076923076923077,65,0.05315354431925605,0.20601533031468616,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,Confirmed from generator: W3=entity+action rename; W5=init/goal swap
P1.4.BW.Llama.init_goal_swap,P1,P1,BW,--,Llama,W5,accuracy_init_goal_swap,0.0,65,0.0,0.055803467670710726,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,Confirmed from generator: W3=entity+action rename; W5=init/goal swap
P1.1.BW.--.Gemini.canonical,P1,P1,BW,--,Gemini,canonical,accuracy,0.38461538461538464,65,0.27594829385374525,0.5061601986856494,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.--.Gemini.W1,P1,P1,BW,--,Gemini,W1,accuracy,0.13846153846153847,65,0.07459006187684232,0.24268321474659466,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.--.Gemini.W2,P1,P1,BW,--,Gemini,W2,accuracy,0.1076923076923077,65,0.05315354431925605,0.20601533031468616,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.--.Gemini.W3,P1,P1,BW,--,Gemini,W3,accuracy,0.1076923076923077,65,0.05315354431925605,0.20601533031468616,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W3 = entity+action rename (scripts/generation/utils/variant_prompts.py W3_BW_MAPPING_*)
P1.1.BW.--.Gemini.W4,P1,P1,BW,--,Gemini,W4,accuracy,0.03076923076923077,65,0.008478819400945352,0.10542905025926008,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.--.Gemini.W5,P1,P1,BW,--,Gemini,W5,accuracy,0.5692307692307692,65,0.44832757984982086,0.6824073246265422,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W5 = init/goal swap (scripts/generation/utils/variant_utils.py swap_pddl_init_goal)
P1.1.BW.--.Gemini.W6,P1,P1,BW,--,Gemini,W6,accuracy,0.3384615384615385,65,0.23533338768646592,0.4596185018686867,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.2.BW.--.Gemini.W3_retention,P1,P1,BW,--,Gemini,W3,W3_retention,0.28,65,,,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.Gemini.canonical,P1,P1,BW,standard,Gemini,canonical,accuracy,0.5,50,0.36644286412332855,0.6335571358766714,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.Gemini.W1,P1,P1,BW,standard,Gemini,W1,accuracy,0.18,50,0.0977008273245379,0.3079631945470261,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.Gemini.W2,P1,P1,BW,standard,Gemini,W2,accuracy,0.14,50,0.06950745262022862,0.2618645719852809,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.Gemini.W3,P1,P1,BW,standard,Gemini,W3,accuracy,0.1,50,0.04347512399157111,0.2136049033478839,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W3 = entity+action rename (scripts/generation/utils/variant_prompts.py W3_BW_MAPPING_*)
P1.1.BW.standard.Gemini.W4,P1,P1,BW,standard,Gemini,W4,accuracy,0.04,50,0.011038652660826577,0.13460337877954667,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.standard.Gemini.W5,P1,P1,BW,standard,Gemini,W5,accuracy,0.74,50,0.6044657801100008,0.8412862034863262,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W5 = init/goal swap (scripts/generation/utils/variant_utils.py swap_pddl_init_goal)
P1.1.BW.standard.Gemini.W6,P1,P1,BW,standard,Gemini,W6,accuracy,0.44,50,0.3116198721023534,0.5769421319985648,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.2.BW.standard.Gemini.W3_retention,P1,P1,BW,standard,Gemini,W3,W3_retention,0.2,50,,,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.Gemini.canonical,P1,P1,BW,mystery,Gemini,canonical,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.Gemini.W1,P1,P1,BW,mystery,Gemini,W1,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.Gemini.W2,P1,P1,BW,mystery,Gemini,W2,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.Gemini.W3,P1,P1,BW,mystery,Gemini,W3,accuracy,0.13333333333333333,15,0.0373604698913593,0.3788249920651624,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W3 = entity+action rename (scripts/generation/utils/variant_prompts.py W3_BW_MAPPING_*)
P1.1.BW.mystery.Gemini.W4,P1,P1,BW,mystery,Gemini,W4,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.mystery.Gemini.W5,P1,P1,BW,mystery,Gemini,W5,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W5 = init/goal swap (scripts/generation/utils/variant_utils.py swap_pddl_init_goal)
P1.1.BW.mystery.Gemini.W6,P1,P1,BW,mystery,Gemini,W6,accuracy,0.0,15,0.0,0.20388926630434784,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.2.BW.mystery.Gemini.W3_retention,P1,P1,BW,mystery,Gemini,W3,W3_retention,undefined,15,,,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,canonical accuracy is 0
P1.4.BW.Gemini.entity_action_rename,P1,P1,BW,--,Gemini,W3,accuracy_entity_action_rename,0.1076923076923077,65,0.05315354431925605,0.20601533031468616,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,Confirmed from generator: W3=entity+action rename; W5=init/goal swap
P1.4.BW.Gemini.init_goal_swap,P1,P1,BW,--,Gemini,W5,accuracy_init_goal_swap,0.5692307692307692,65,0.44832757984982086,0.6824073246265422,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,Confirmed from generator: W3=entity+action rename; W5=init/goal swap
P1.1.BW.--.o4-mini.canonical,P1,P1,BW,--,o4-mini,canonical,accuracy,0.7692307692307693,65,0.6535506019179673,0.8548629154901115,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.--.o4-mini.W1,P1,P1,BW,--,o4-mini,W1,accuracy,0.7538461538461538,65,0.6369398600835174,0.842421456329814,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.--.o4-mini.W2,P1,P1,BW,--,o4-mini,W2,accuracy,0.7384615384615385,65,0.6204896660217755,0.8298194493968086,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.--.o4-mini.W3,P1,P1,BW,--,o4-mini,W3,accuracy,0.18461538461538463,65,0.10888765378062985,0.29554222582704914,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W3 = entity+action rename (scripts/generation/utils/variant_prompts.py W3_BW_MAPPING_*)
P1.1.BW.--.o4-mini.W4,P1,P1,BW,--,o4-mini,W4,accuracy,0.4153846153846154,65,0.3036005547380231,0.5366123397908664,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
P1.1.BW.--.o4-mini.W5,P1,P1,BW,--,o4-mini,W5,accuracy,0.7692307692307693,65,0.6535506019179673,0.8548629154901115,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,W5 = init/goal swap (scripts/generation/utils/variant_utils.py swap_pddl_init_goal)
P1.1.BW.--.o4-mini.W6,P1,P1,BW,--,o4-mini,W6,accuracy,0.7692307692307693,65,0.6535506019179673,0.8548629154901115,,,,BW_P1_behavioral.csv + BW_P1_behavioral_gemini.csv + BW_P1_behavioral_o1mini.csv,65 PlanBench bank IDs; drop mock; drop ERROR:; keep=last,
